insurer_name,insurer_type,solvency_ratio,claims_ratio,premium_growth,reserve_adequacy,liquidity_ratio,compliance_score,policy_count,year,quarter,risk_label,anomaly_flag
FBC Insurance,composite,1.4602,0.4273,0.1513,1.1142,0.9117,0.952,2463,2021,2,strong,0
NicozDiamond Brokers,general,1.3878,0.6789,0.1236,0.7954,1.0799,0.6219,1457,2024,2,adequate,0
FBC Insurance,general,1.3071,0.2454,-0.0273,0.8813,1.4885,0.8263,2662,2024,4,strong,0
FBC Insurance,life,1.6608,0.17,0.2577,0.9306,0.9485,0.7103,3965,2020,3,strong,0
Nicoz Diamond Insurance,composite,1.3841,0.5278,0.3448,1.0435,1.7258,0.5747,4373,2021,1,strong,0
Heritage Insurance,life,1.9735,0.9569,0.1765,0.8221,1.0495,0.7748,1182,2021,4,adequate,0
Alliance Insurance,life,0.8418,0.7962,-0.3386,0.9155,1.8209,0.7248,5539,2021,1,adequate,0
Moonlight Insurance,life,1.3378,0.8671,0.4437,0.6198,1.3999,0.6756,4126,2024,1,adequate,0
ZB Bank Insurance,reinsurer,1.7425,0.5831,-0.0836,0.9428,1.2098,0.7418,2417,2023,3,strong,0
Zimnat Life Assurance,reinsurer,1.6032,0.9542,-0.0059,0.9941,1.1441,0.8343,5068,2021,4,adequate,0
RM Insurance,life,1.5308,0.6486,-0.0176,1.0412,1.2102,0.896,9440,2019,4,strong,0
Old Mutual Zimbabwe,life,1.222,0.3368,0.0884,0.8896,1.138,0.5543,3458,2021,4,strong,0
Heritage Insurance,life,1.5691,0.6175,-0.1423,1.0963,1.0998,0.9303,1950,2023,2,strong,0
Tristar Insurance,reinsurer,1.0312,0.414,0.3397,0.7496,1.4187,0.6696,4003,2020,2,adequate,0
Fidelity Life Assurance,reinsurer,1.644,0.1595,0.0775,0.8511,1.2193,0.5019,13191,2020,4,strong,0
Sanctuary Insurance,reinsurer,1.461,0.7325,-0.2742,0.7283,0.6911,0.5786,1063,2021,1,adequate,0
First Mutual Health,reinsurer,1.5986,0.5193,0.0637,0.8836,1.5934,0.6527,1148,2024,2,strong,0
ZB Life Assurance,general,1.9652,0.657,0.0523,1.0981,1.1131,0.9303,2687,2020,4,strong,0
Minerva Risk Advisors,general,1.5921,0.8698,-0.0236,0.9118,1.3645,0.8775,10731,2018,3,adequate,0
First Mutual Health,life,0.8257,0.9371,0.3912,1.0839,1.3266,0.7969,4543,2018,1,watch,0
CABS Insurance,reinsurer,1.4605,0.6543,-0.1448,0.7445,1.5687,0.7482,2737,2022,4,adequate,0
CABS Insurance,reinsurer,1.3059,0.5774,0.3063,0.9365,1.1041,0.8819,6099,2021,2,adequate,0
Zimnat General Insurance,general,1.9436,0.5805,0.0541,0.7024,1.3982,0.8585,9936,2020,1,strong,0
FBC Insurance,composite,1.0532,0.9866,0.2206,1.0379,1.2288,0.7536,8254,2021,3,adequate,0
CABS Insurance,composite,1.0314,0.1477,0.2375,0.647,1.2674,0.5695,4196,2022,4,strong,0
Cell Insurance,composite,1.4387,0.7295,0.3821,0.8354,1.003,0.6112,3438,2022,4,adequate,0
NicozDiamond Brokers,general,2.0516,0.9387,0.1559,0.948,2.185,0.6966,1587,2021,4,adequate,0
FBC Insurance,composite,1.0881,0.4723,0.2621,0.8431,1.0551,0.5932,5510,2021,4,adequate,0
Nicoz Diamond Insurance,reinsurer,1.2625,0.9156,0.2798,1.0835,1.0265,0.6693,7367,2024,2,adequate,0
ZB Life Assurance,life,1.1937,0.7115,0.1623,1.2059,1.3335,0.9335,11410,2019,4,adequate,0
Nicoz Diamond Insurance,reinsurer,2.0546,0.6614,0.0377,1.2487,1.6676,0.5307,7554,2023,1,strong,0
ZB Life Assurance,general,1.5945,0.376,0.0893,0.7865,1.092,0.5477,12387,2022,3,strong,0
CBZ Life,reinsurer,1.2788,1.0835,-0.2459,0.5425,0.8914,0.9262,4342,2020,1,watch,0
FBC Insurance,general,1.634,0.1313,-0.3034,0.9457,1.278,0.6561,5197,2022,1,strong,0
Heritage Insurance,reinsurer,0.9521,0.6254,-0.1628,0.8455,1.0229,0.8207,1466,2021,4,adequate,0
Minerva Risk Advisors,composite,1.2982,0.2556,0.2311,1.0953,1.697,0.9511,4668,2023,2,strong,0
Minerva Risk Advisors,composite,0.9131,0.9975,0.0217,1.0636,0.8638,0.6166,25484,2021,2,watch,0
Alliance Insurance,life,2.2973,0.4754,0.2144,0.8164,0.8811,0.7583,14145,2021,3,strong,0
Zimnat Life Assurance,life,1.0582,0.6206,0.1301,0.9037,1.4833,0.5156,1231,2020,2,adequate,0
ZB Bank Insurance,composite,1.0854,1.0198,0.1634,0.6504,1.3188,0.839,6071,2020,2,watch,0
Heritage Life Assurance,general,1.6935,0.4825,-0.1558,0.7957,1.1382,0.6597,2109,2018,4,strong,0
ZB Life Assurance,reinsurer,1.0398,0.4232,-0.1025,0.8849,0.885,0.5475,5775,2021,4,adequate,0
Moonlight Insurance,reinsurer,1.3887,0.3172,-0.2133,1.1653,0.7783,0.9244,2738,2018,4,strong,0
Cell Insurance,general,1.3476,0.841,0.2925,1.1636,1.4728,0.7533,4309,2020,1,adequate,0
Old Mutual Zimbabwe,life,1.4913,0.1,-0.0817,0.9469,1.2192,0.8686,5772,2022,3,strong,0
Heritage Insurance,life,0.858,0.5902,0.185,1.2204,1.244,0.9689,2316,2022,4,adequate,0
CABS Insurance,reinsurer,1.5016,0.4482,0.0069,0.8106,1.6206,0.5036,4793,2020,4,strong,0
FBC Insurance,composite,1.6304,0.3841,0.2296,0.9516,1.159,0.5297,2238,2022,1,strong,0
ZB Life Assurance,life,1.6962,0.832,0.3336,0.709,1.4662,0.5011,5473,2024,2,adequate,0
Zimnat Life Assurance,general,1.1262,0.2506,-0.0498,0.9659,1.2625,0.6607,1454,2021,2,strong,0
RM Life Zimbabwe,reinsurer,2.022,0.9879,0.115,1.0381,1.3929,0.6149,3737,2019,3,adequate,0
ZB Life Assurance,life,1.4071,0.6195,-0.0721,0.7174,1.3534,0.8388,12603,2022,1,adequate,0
Old Mutual Zimbabwe,general,1.3076,0.4795,0.2104,0.8895,0.6824,0.5553,4455,2019,3,adequate,0
Sanctuary Insurance,life,2.2135,0.6289,0.025,1.0214,1.6573,0.5508,3394,2020,1,strong,0
ZB Life Assurance,life,1.5779,1.0285,0.0149,0.8065,1.5226,0.6886,5623,2018,4,adequate,0
NicozDiamond Brokers,general,1.2425,0.7706,0.0582,0.9342,1.4649,0.508,10669,2020,1,adequate,0
ZB Life Assurance,general,1.7975,0.9731,-0.1501,1.076,1.4092,0.9354,2865,2018,2,adequate,0
Tristar Insurance,life,2.0978,0.8354,0.0192,0.9732,1.0339,0.568,683,2022,1,adequate,0
CABS Insurance,composite,2.2564,0.6095,-0.0487,1.0036,1.1036,0.7426,6276,2018,4,strong,0
ZB Life Assurance,general,1.4955,0.9714,0.2642,0.9858,1.2239,0.6999,2319,2024,4,adequate,0
CABS Insurance,general,1.7604,0.4639,0.2165,0.9384,1.3147,0.7529,6352,2018,1,strong,0
First Mutual Health,reinsurer,1.2675,0.389,-0.1231,0.4995,1.4286,0.5131,3952,2022,3,adequate,0
Heritage Insurance,composite,1.7019,0.3772,-0.0331,0.505,0.9255,0.6903,4735,2021,2,adequate,0
Tristar Insurance,life,2.0425,0.4978,0.152,0.9221,1.2868,0.9299,9327,2021,1,strong,0
Minerva Risk Advisors,reinsurer,1.4047,0.9181,-0.0645,0.727,1.1778,0.7707,5220,2021,3,adequate,0
First Mutual Life,general,1.4069,0.2681,-0.0554,0.8185,1.5477,0.9693,2141,2020,3,strong,0
Sanctuary Insurance,composite,1.9591,0.8574,0.145,1.0807,1.5657,0.5152,1550,2018,4,adequate,0
Old Mutual Life Assurance Zimbabwe,life,0.8496,0.3926,0.1134,0.843,1.9166,0.6627,5120,2019,1,adequate,0
Minerva Risk Advisors,general,1.4696,0.8764,0.0747,0.8189,1.2252,0.9099,3157,2023,1,adequate,0
Fidelity Life Zimbabwe,reinsurer,0.7866,0.3367,0.0096,0.8438,1.496,0.5245,1339,2024,4,adequate,1
Alliance Insurance,composite,1.5294,0.9305,0.1239,0.8573,1.3798,0.6353,4915,2018,2,adequate,0
Zimnat Life Assurance,composite,1.8793,0.9796,0.4065,0.9162,1.1697,0.717,10073,2018,4,adequate,0
RM Insurance,life,0.6908,0.7007,-0.3699,0.5687,1.7462,0.7901,861,2023,1,watch,1
Minerva Risk Advisors,general,1.4671,0.7228,-0.0842,0.9305,1.6182,0.5255,4038,2024,4,strong,0
ZB Life Assurance,reinsurer,1.2769,0.5981,0.1185,0.5978,1.5205,0.9202,2366,2021,2,adequate,0
NicozDiamond Brokers,life,1.6724,1.0208,-0.0056,1.0234,1.4518,0.5243,15443,2023,4,adequate,0
First Mutual Life,reinsurer,1.3498,0.4991,-0.189,0.9849,1.8658,0.6482,3435,2019,4,strong,0
Cell Insurance,composite,1.0742,0.9137,-0.0167,0.7553,1.3689,0.7091,9199,2018,4,adequate,0
CBZ Life,reinsurer,1.1514,0.7312,0.0638,0.8248,1.292,0.9643,37694,2019,3,adequate,0
ZB Bank Insurance,general,0.8263,1.0286,-0.1341,0.8712,1.3293,0.7788,6838,2018,3,watch,1
Nicoz Diamond Insurance,life,2.3613,0.4276,-0.0163,0.8195,1.4123,0.9685,3240,2020,3,strong,0
First Mutual Health,composite,1.4547,0.7359,0.2055,1.2216,1.5413,0.5346,6432,2018,1,strong,0
CABS Insurance,reinsurer,1.2321,0.7209,-0.127,0.9868,0.8956,0.9103,2730,2023,2,adequate,0
Fidelity Life Assurance,general,0.9,0.962,0.2124,0.833,1.0884,0.5477,1028,2022,4,watch,1
Moonlight Insurance,life,2.2002,0.3579,0.1841,0.8593,1.1544,0.7657,1488,2021,1,strong,0
FBC Insurance,general,2.1934,0.8351,0.3369,0.7169,1.201,0.5595,3901,2020,1,adequate,0
Cell Insurance,reinsurer,1.9017,0.9013,0.2112,0.7935,1.4179,0.9031,2899,2018,2,adequate,0
ZB Bank Insurance,life,1.9962,0.4438,0.0914,0.8783,1.7131,0.7501,2679,2024,1,strong,0
RM Life Zimbabwe,reinsurer,1.9149,0.9959,0.1591,0.6086,1.3908,0.6207,7508,2022,3,adequate,0
NicozDiamond Brokers,reinsurer,0.8077,0.7679,-0.2682,0.4411,1.5044,0.9334,1593,2018,3,watch,1
Nicoz Diamond Insurance,general,1.3893,0.8404,-0.0353,0.8383,1.4502,0.5894,5222,2022,2,adequate,0
RM Insurance,life,1.6829,0.6557,-0.1805,0.6816,0.9508,0.9543,2180,2018,1,adequate,0
NicozDiamond Brokers,composite,1.6451,0.8723,-0.1252,0.8152,1.2793,0.8026,3208,2023,1,adequate,0
Old Mutual Zimbabwe,general,1.2172,0.9464,-0.3972,0.9538,1.5679,0.7803,3189,2024,1,adequate,0
ZB Life Assurance,general,1.3614,0.7463,0.3048,0.8864,0.7815,0.5901,3276,2019,4,adequate,0
Heritage Life Assurance,reinsurer,1.239,0.7427,0.2475,0.7643,1.7472,0.6707,2605,2023,3,adequate,0
Fidelity Life Zimbabwe,general,1.137,0.9992,0.1452,0.7148,0.9281,0.5375,8380,2020,2,watch,0
First Mutual Life,reinsurer,1.7633,0.4348,0.0228,0.9505,0.9986,0.6529,6009,2024,3,strong,0
NicozDiamond Brokers,composite,1.496,0.1323,0.0569,1.3598,0.9754,0.8465,1320,2019,4,strong,0
First Mutual Life,composite,1.4966,0.6851,0.385,0.6963,1.3054,0.8241,5031,2020,3,adequate,0
Nicoz Diamond Insurance,reinsurer,1.4571,0.272,0.11,0.7605,1.5102,0.5501,6112,2023,4,strong,0
Tristar Insurance,composite,1.6838,0.889,0.0784,0.8728,1.0421,0.9252,1186,2020,1,adequate,0
Sanctuary Insurance,general,1.639,0.5981,-0.0201,0.8711,1.5986,0.9961,19064,2022,1,strong,0
RM Life Zimbabwe,reinsurer,1.5042,0.1,0.1245,1.0494,1.1535,0.6507,5835,2024,3,strong,0
CBZ Life,reinsurer,1.6224,0.3888,0.3232,1.0967,1.4758,0.6599,782,2023,2,strong,0
First Mutual Health,general,0.6469,0.1,-0.2457,0.4553,0.9574,0.8207,1631,2018,4,adequate,1
NicozDiamond Brokers,reinsurer,1.4901,0.8758,-0.1671,0.9293,1.3036,0.6542,4419,2024,3,adequate,0
CABS Insurance,general,1.8276,0.1164,0.0804,0.6844,1.7382,0.6909,4671,2024,1,strong,0
Zimnat Life Assurance,general,1.4032,1.0286,0.2215,0.9811,1.519,0.9211,2866,2020,3,adequate,0
Nicoz Diamond Insurance,life,2.1417,0.4312,0.0719,0.6848,1.2459,0.9826,3279,2023,4,strong,0
Tristar Insurance,general,1.7347,0.5847,-0.2632,0.4741,1.7274,0.7914,1053,2021,1,adequate,1
CABS Insurance,general,1.1696,0.3231,0.1342,0.9037,1.5381,0.8211,8473,2018,1,strong,0
Tristar Insurance,reinsurer,1.1679,1.0078,0.1191,0.8458,1.2388,0.605,7331,2022,3,adequate,0
Old Mutual Zimbabwe,composite,1.6194,0.4498,0.196,0.7481,1.4521,0.7199,15660,2023,3,strong,0
Fidelity Life Assurance,composite,0.5314,0.932,-0.0042,1.1423,0.8335,0.592,1893,2020,3,watch,1
RM Life Zimbabwe,reinsurer,1.5682,0.523,-0.1661,1.1486,1.2074,0.565,3421,2018,2,strong,0
Minerva Risk Advisors,reinsurer,1.2875,0.5601,0.1037,0.8388,1.0932,0.9126,5590,2019,4,adequate,0
Zimnat Life Assurance,composite,1.6747,0.7713,0.2478,0.8064,0.8494,0.9555,3816,2019,1,adequate,0
Heritage Life Assurance,general,2.3509,0.8876,0.1034,0.8171,1.409,0.8063,2090,2018,2,adequate,0
First Mutual Health,composite,1.6143,0.5101,0.1111,0.7684,1.4341,0.7934,8377,2021,4,strong,0
Moonlight Insurance,reinsurer,0.5326,1.0629,0.1247,1.133,1.2152,0.8017,1103,2023,2,watch,1
Nicoz Diamond Insurance,composite,1.0035,0.3215,0.2043,0.8159,1.2976,0.8322,3513,2023,4,adequate,0
NicozDiamond Brokers,general,1.634,0.3199,0.3132,1.0454,1.204,0.9975,6151,2022,4,strong,0
Fidelity Life Zimbabwe,general,0.9968,0.9058,-0.0254,0.902,0.8173,0.9812,4139,2018,2,watch,0
ZB Bank Insurance,general,1.4644,0.3965,0.3106,1.0428,1.3178,0.8063,4768,2021,2,strong,0
RM Insurance,reinsurer,1.3909,0.589,0.1046,0.9532,1.408,0.5825,958,2018,2,strong,0
First Mutual Life,reinsurer,1.6395,1.0005,-0.1691,0.9215,1.7426,0.9627,4982,2024,1,adequate,0
Old Mutual Zimbabwe,life,1.6149,0.6752,0.2156,0.9044,1.1839,0.7914,3070,2020,4,adequate,0
NicozDiamond Brokers,composite,1.5291,0.848,0.1567,0.8765,1.0998,0.8099,2990,2021,4,adequate,0
CBZ Life,life,1.2827,0.5269,0.038,0.8038,1.487,0.5259,2554,2018,3,strong,0
RM Life Zimbabwe,composite,1.8341,0.8951,-0.0382,0.6701,1.2085,0.7696,2401,2021,1,adequate,0
Zimnat Life Assurance,life,1.1008,0.9281,0.1843,0.7421,0.8829,0.929,4560,2018,4,watch,0
Fidelity Life Assurance,general,1.1107,0.4923,-0.0125,0.9237,1.9678,0.6236,985,2021,3,adequate,0
Zimnat General Insurance,reinsurer,1.3882,0.36,0.1262,0.7955,1.4216,0.6532,6031,2021,3,strong,0
Alliance Insurance,life,1.8812,0.7181,0.2338,0.9147,1.3206,0.6089,2075,2018,4,adequate,0
RM Life Zimbabwe,life,0.9818,0.9684,0.5075,0.6099,0.8769,0.7114,18534,2018,4,watch,0
Nicoz Diamond Insurance,composite,1.4386,0.9792,0.0273,0.8117,0.4011,0.8298,4878,2022,1,watch,0
First Mutual Health,reinsurer,1.787,0.414,0.0872,0.687,0.8419,0.6077,1094,2024,4,adequate,0
Sanctuary Insurance,life,1.216,0.4993,0.0325,0.7404,1.1697,0.7851,1441,2022,4,adequate,0
Fidelity Life Assurance,life,1.4247,0.5323,-0.1628,0.8172,1.2795,0.571,10625,2023,3,strong,0
ZB Bank Insurance,general,0.9686,0.819,-0.0956,0.807,1.7812,0.7142,2388,2021,2,adequate,0
CBZ Life,general,1.5808,0.5223,0.0686,0.8625,1.7274,0.6885,4780,2022,2,strong,0
Cell Insurance,reinsurer,0.5821,0.8326,0.3371,1.1446,1.3491,0.9285,3267,2024,3,watch,1
Old Mutual Zimbabwe,life,1.188,0.5084,0.028,0.6192,0.9331,0.5976,4030,2023,4,adequate,0
ZB Life Assurance,life,1.7047,0.805,0.0739,1.0744,1.2983,0.6622,2242,2024,3,adequate,0
Moonlight Insurance,composite,1.8778,0.8548,0.0829,0.8742,1.1942,0.6569,11739,2021,4,adequate,0
Moonlight Insurance,life,1.5477,0.7628,0.0281,0.9407,1.9203,0.7607,6294,2020,4,strong,0
CBZ Life,general,2.5442,0.8783,0.2326,1.0911,1.3245,0.9811,2282,2019,3,adequate,0
Zimnat General Insurance,life,1.562,0.1,0.5781,1.0052,1.5648,0.7179,14697,2022,3,strong,0
CABS Insurance,reinsurer,2.0194,0.8706,0.3315,0.6484,1.4162,0.6741,10168,2019,1,adequate,0
Fidelity Life Assurance,composite,0.5621,0.6679,-0.2088,0.7258,1.0533,0.6822,1173,2018,2,watch,1
Sanctuary Insurance,reinsurer,1.2343,0.5517,0.1403,0.8878,1.3943,0.5336,7289,2021,4,adequate,0
Fidelity Life Zimbabwe,composite,1.559,0.5188,-0.0066,1.0957,0.9014,0.7349,1014,2023,3,strong,0
Fidelity Life Zimbabwe,reinsurer,1.3681,0.41,0.0493,0.5598,1.4352,0.7037,5763,2019,2,strong,0
Old Mutual Zimbabwe,life,1.1547,0.4175,-0.1482,0.7664,0.5337,0.6219,18965,2023,2,adequate,0
First Mutual Life,reinsurer,1.4347,0.4392,0.116,0.6276,0.7594,0.7956,5951,2020,4,adequate,0
FBC Insurance,composite,1.2064,0.8081,0.077,0.9323,1.1553,0.9046,7063,2021,4,adequate,0
Sanctuary Insurance,life,1.9251,0.7178,-0.1047,0.8859,1.2659,0.8728,7451,2023,2,adequate,0
RM Life Zimbabwe,reinsurer,1.7445,0.5968,0.0208,0.8636,0.767,0.5358,1510,2024,2,adequate,0
Fidelity Life Zimbabwe,composite,1.1437,0.2123,0.1881,0.7456,1.7934,0.7627,3628,2020,3,strong,0
Nicoz Diamond Insurance,general,0.7982,0.8567,-0.0048,1.0104,0.6692,0.8146,2227,2019,1,watch,0
Moonlight Insurance,reinsurer,0.9198,1.0278,0.1456,0.9634,1.3032,0.9495,14628,2021,1,watch,0
CBZ Life,reinsurer,0.9332,0.6297,-0.1343,0.7812,0.9698,0.8639,10700,2023,3,adequate,0
Alliance Insurance,reinsurer,1.0618,0.9619,0.3434,0.9196,1.4626,0.9744,13745,2019,2,adequate,0
ZB Bank Insurance,composite,2.1926,0.7008,0.31,0.7535,1.335,0.7224,879,2020,4,adequate,0
NicozDiamond Brokers,composite,1.6411,0.9585,0.0672,0.5971,1.3625,0.6853,2112,2024,2,adequate,0
ZB Life Assurance,life,1.1225,0.4548,-0.1001,0.8209,0.8492,0.8878,8135,2024,4,adequate,0
Minerva Risk Advisors,general,1.1784,0.9333,0.0857,0.9633,0.8939,0.6881,13591,2024,1,adequate,0
First Mutual Health,composite,1.1152,0.5945,-0.2333,0.7801,1.0493,0.5061,4288,2022,2,adequate,0
Fidelity Life Zimbabwe,reinsurer,0.6305,0.8118,-0.1759,0.9731,1.0144,0.5064,1080,2021,1,watch,1
FBC Insurance,reinsurer,1.9334,1.0201,0.2332,0.9889,1.4855,0.5793,4246,2021,3,adequate,0
ZB Life Assurance,general,1.5268,0.8365,0.1363,0.8419,1.4733,0.5874,5847,2019,2,adequate,0
Zimnat General Insurance,composite,1.5567,0.2735,-0.1544,0.8992,1.1551,0.5641,2274,2023,1,strong,0
First Mutual Health,life,1.899,0.5332,-0.1408,0.8724,0.9825,0.8491,2408,2018,2,strong,0
First Mutual Life,life,0.7978,0.3098,-0.1105,0.9185,0.9619,0.7639,19045,2019,4,adequate,0
Cell Insurance,general,1.3275,0.4621,0.1625,0.983,1.1261,0.7748,9892,2024,4,strong,0
Heritage Insurance,reinsurer,0.5868,0.9674,0.1074,1.1725,1.1353,0.8217,3219,2023,2,watch,1
FBC Insurance,reinsurer,1.633,0.3687,0.0299,0.9462,1.1454,0.8254,16091,2022,2,strong,0
RM Insurance,general,0.7163,0.3753,-0.4,0.8349,1.4902,0.6992,5058,2020,4,adequate,0
FBC Insurance,reinsurer,1.5772,0.4534,-0.1318,0.7544,1.3206,0.9849,1692,2018,1,strong,0
Nicoz Diamond Insurance,life,1.8949,0.1819,0.3629,0.6625,1.6734,0.7292,1805,2020,2,strong,0
Cell Insurance,life,1.5501,0.5036,-0.0025,1.1693,1.4493,0.8483,1955,2020,3,strong,0
Fidelity Life Zimbabwe,general,1.534,0.2153,-0.1097,0.7428,0.9322,0.6576,3271,2018,2,strong,0
Old Mutual Zimbabwe,general,1.0863,0.9965,0.0399,0.7756,1.1016,0.667,6630,2021,2,watch,0
Sanctuary Insurance,life,1.1288,0.9838,0.093,0.6857,1.7618,0.8099,5706,2024,2,adequate,0
Cell Insurance,composite,1.2169,0.1712,-0.1191,0.8737,1.2702,0.6047,19602,2019,1,strong,0
RM Insurance,life,1.7385,0.7702,0.1264,1.0068,0.7773,0.9278,1782,2022,3,adequate,0
ZB Life Assurance,life,2.0184,0.6833,-0.0037,0.845,1.4692,0.5949,1632,2020,3,strong,0
Tristar Insurance,reinsurer,1.0697,0.9197,0.0663,0.9285,1.3951,0.7506,1552,2018,4,adequate,0
Moonlight Insurance,composite,1.3276,0.1755,0.1099,1.0871,1.6134,0.7739,6484,2021,1,strong,0
Minerva Risk Advisors,composite,1.6855,0.3511,0.5289,0.8252,1.8419,0.5098,13103,2022,2,strong,0
CBZ Life,composite,1.6563,0.2534,0.1181,1.013,1.3972,0.7325,5672,2022,2,strong,0
Old Mutual Life Assurance Zimbabwe,life,1.7331,0.8873,-0.3208,0.3672,1.0865,0.9629,1397,2024,1,adequate,1
ZB Life Assurance,reinsurer,1.5877,0.6354,0.2643,0.9235,1.2972,0.5893,7743,2023,3,strong,0
CBZ Life,composite,1.5103,0.5205,-0.3236,0.7305,0.9209,0.9032,512,2024,4,adequate,0
Moonlight Insurance,life,1.2907,0.8615,0.1846,0.9959,1.0831,0.5393,12899,2022,3,adequate,0
Fidelity Life Zimbabwe,reinsurer,1.8969,0.8669,-0.1154,0.9751,1.6637,0.8656,7931,2023,3,adequate,0
Old Mutual Life Assurance Zimbabwe,life,1.6253,0.5939,0.1668,0.6045,1.0128,0.6569,1120,2018,3,adequate,0
Moonlight Insurance,general,1.9657,0.6082,-0.0935,1.0699,1.6617,0.5992,9761,2021,2,strong,0
Sanctuary Insurance,reinsurer,1.6766,0.8801,0.0421,0.6976,0.781,0.7157,3398,2024,4,adequate,0
Cell Insurance,general,1.5938,0.8971,0.3449,0.9029,1.1265,0.84,1812,2020,1,adequate,0
Fidelity Life Zimbabwe,general,1.3615,0.6774,0.1639,0.8236,1.0979,0.7837,3672,2023,3,adequate,0
Old Mutual Zimbabwe,reinsurer,1.15,0.9243,-0.004,0.7137,1.3188,0.5285,3087,2024,3,adequate,0
Heritage Life Assurance,general,1.4509,0.2672,-0.3487,0.4585,1.0824,0.7268,2266,2020,3,strong,1
Zimnat General Insurance,general,1.4727,0.885,-0.4,0.7868,1.0927,0.6644,5137,2022,3,adequate,0
Cell Insurance,composite,0.5688,1.1991,0.1574,0.6591,1.2071,0.6491,2514,2020,3,watch,1
Old Mutual Life Assurance Zimbabwe,composite,1.1439,0.9474,0.1016,1.1168,1.4162,0.6014,15295,2024,4,adequate,0
First Mutual Health,composite,1.421,0.4546,0.1274,0.8922,0.969,0.8759,4547,2020,2,strong,0
Minerva Risk Advisors,general,1.5346,0.2258,0.0199,0.8018,1.6895,0.833,11263,2019,1,strong,0
ZB Bank Insurance,reinsurer,2.3164,0.4853,0.1321,0.9091,1.2801,0.83,5838,2022,3,strong,0
Old Mutual Life Assurance Zimbabwe,composite,1.4748,0.2975,-0.0053,0.6419,1.0227,0.8122,7459,2020,4,strong,0
ZB Bank Insurance,life,1.3727,0.9407,-0.1785,1.1846,1.3414,0.7024,1540,2019,3,adequate,0
Fidelity Life Zimbabwe,composite,0.5981,1.0439,-0.0814,1.171,1.4877,0.8256,1845,2019,4,watch,1
RM Life Zimbabwe,reinsurer,0.7019,0.6102,0.2401,1.0262,1.643,0.9304,10688,2024,2,adequate,0
Cell Insurance,reinsurer,1.2603,0.6383,-0.1892,0.8975,0.97,0.5149,10382,2024,2,adequate,0
CABS Insurance,life,1.4005,1.0262,-0.0157,0.6926,1.3731,0.8896,30077,2020,4,adequate,0
Alliance Insurance,reinsurer,1.585,0.4448,0.2944,0.9194,1.394,0.5496,9450,2023,3,strong,0
CABS Insurance,reinsurer,1.1359,0.6921,-0.0533,0.8737,1.4359,0.823,2437,2021,1,adequate,0
CBZ Life,general,2.0013,0.8469,0.0346,0.7621,1.163,0.7576,2435,2019,4,adequate,0
Zimnat Life Assurance,general,2.0323,0.3895,0.0635,0.8519,1.5307,0.6635,15747,2023,2,strong,0
NicozDiamond Brokers,reinsurer,1.0556,0.4503,0.1069,0.8657,1.6047,0.5474,6483,2023,4,adequate,0
RM Insurance,general,1.2044,0.4226,0.0408,0.9772,1.5018,0.6205,4181,2020,2,strong,0
Minerva Risk Advisors,life,1.6833,0.4528,0.3412,0.8612,1.3664,0.7784,1794,2020,3,strong,0
Minerva Risk Advisors,life,1.1631,0.4002,-0.1561,0.9807,1.0176,0.5389,5784,2019,2,adequate,0
NicozDiamond Brokers,life,1.6622,0.7504,0.4261,1.0491,1.2793,0.9136,2946,2024,1,strong,0
Fidelity Life Assurance,composite,1.0695,0.6764,-0.0614,1.1403,0.8525,0.6751,1995,2020,2,adequate,0
Sanctuary Insurance,reinsurer,0.9786,0.4192,0.0972,0.5145,0.955,0.7468,11874,2022,1,adequate,0
ZB Life Assurance,reinsurer,1.0882,0.742,0.2166,1.0795,0.6705,0.6353,7844,2020,4,adequate,0
First Mutual Health,general,1.6199,1.034,-0.0553,0.9037,1.3178,0.6028,2238,2021,2,adequate,0
Moonlight Insurance,composite,0.7891,0.9929,0.1385,0.7564,1.3885,0.8061,801,2022,2,watch,1
Cell Insurance,general,2.1434,0.5886,0.0996,1.0146,1.4656,0.696,2583,2022,4,strong,0
Moonlight Insurance,general,1.3901,0.3807,-0.2455,0.5609,1.6617,0.6384,2006,2022,3,strong,0
Cell Insurance,life,1.6047,1.0417,0.0444,0.967,1.256,0.8252,1661,2019,1,adequate,0
Tristar Insurance,general,1.8476,0.3415,0.3049,0.9753,1.472,0.5391,5910,2022,4,strong,0
NicozDiamond Brokers,general,1.692,0.6481,-0.0221,0.8465,0.8973,0.5756,5177,2020,4,adequate,0
NicozDiamond Brokers,composite,1.4664,0.2932,0.2716,0.8552,1.2212,0.8012,4001,2019,4,strong,0
Heritage Insurance,general,1.6787,1.0614,0.0964,0.8185,1.7769,0.537,2866,2022,1,adequate,0
First Mutual Health,life,1.3996,0.5075,-0.0017,0.6986,1.7705,0.8615,9125,2023,4,strong,0
First Mutual Health,composite,1.8167,0.4781,0.1251,0.7691,1.5141,0.7957,2820,2020,3,strong,0
FBC Insurance,life,1.656,0.508,-0.0759,0.6329,1.3372,0.7637,674,2020,3,strong,0
Moonlight Insurance,composite,1.3897,0.6413,-0.0145,1.1035,1.112,0.5226,7241,2022,2,adequate,0
ZB Bank Insurance,general,1.1241,0.4104,0.0475,0.8821,1.1855,0.6727,2922,2024,2,adequate,0
Nicoz Diamond Insurance,general,1.5487,0.9171,0.161,0.8459,0.7655,0.8032,6023,2020,4,adequate,0
